timestamp,epoch,glacier,subset,loss,point_annual_error,point_annual_mse,point_annual_n,point_summer_error,point_summer_mse,point_summer_n,point_winter_error,point_winter_mse,point_winter_n,reg_ti,total_annual_error,total_annual_mse,total_annual_n,total_summer_error,total_summer_mse,total_summer_n,total_winter_error,total_winter_mse,total_winter_n
2025-12-11 13:39:51.259102,38,Rembesdalskaaka,val,1.2641146,3.3000166,0.55815727,5.912342,0.60449946,0.07044968,8.580585,4.541032,0.41062185,11.058914,0.15754464,2.2644305,0.3774051,6,0.41623083,0.069371805,6,1.3598096,0.22663495,6
2025-12-11 13:39:51.954337,39,Rembesdalskaaka,train,1.7606697,28.645643,0.7794714,36.750088,7.395641,0.20030344,36.922188,20.87449,0.5653644,36.922188,0.15754464,3.2820997,0.18233888,18,3.6173518,0.20096399,18,3.538002,0.19655567,18
2025-12-11 13:39:52.036344,39,Rembesdalskaaka,val,1.2350507,3.174773,0.53697383,5.912342,0.5876003,0.068480216,8.580585,4.437717,0.40127963,11.058914,0.16399059,2.1692564,0.36154276,6,0.41316,0.06886,6,1.2771633,0.21286055,6
2025-12-11 13:39:52.724932,40,Rembesdalskaaka,train,1.7386272,28.15019,0.7659897,36.750088,7.363595,0.1994355,36.922188,20.404875,0.5526453,36.922188,0.16399059,3.1936517,0.1774251,18,3.6216161,0.2012009,18,3.3666093,0.18703385,18
2025-12-11 13:39:52.807675,40,Rembesdalskaaka,val,1.2033958,3.0363925,0.51356846,5.912342,0.5678567,0.06617926,8.580585,4.338498,0.3923078,11.058914,0.17041759,2.0543568,0.3423928,6,0.40395245,0.06732541,6,1.1970626,0.19951044,6
2025-12-11 13:39:53.495800,41,Rembesdalskaaka,train,1.7174231,27.645622,0.75226,36.750088,7.3571415,0.19926071,36.922188,19.949446,0.5403105,36.922188,0.17041759,3.0966864,0.17203814,18,3.6317482,0.2017638,18,3.2029366,0.17794092,18
2025-12-11 13:39:53.578287,41,Rembesdalskaaka,val,1.1707398,2.8916874,0.4890934,5.912342,0.5472268,0.063775,8.580585,4.243714,0.38373694,11.058914,0.17681554,1.9285702,0.32142836,6,0.39069092,0.065115154,6,1.1198764,0.18664607,6
2025-12-11 13:39:54.266391,42,Rembesdalskaaka,train,1.697205,27.143494,0.7385967,36.750088,7.366917,0.19952548,36.922188,19.509373,0.52839154,36.922188,0.17681554,3.0019336,0.1667741,18,3.6482673,0.20268151,18,3.0474396,0.1693022,18
2025-12-11 13:39:54.349307,42,Rembesdalskaaka,val,1.1384786,2.7464852,0.46453425,5.912342,0.5276567,0.061494257,8.580585,4.153587,0.37558722,11.058914,0.18317783,1.7998319,0.299972,6,0.37541324,0.06256887,6,1.0458599,0.17431,6
2025-12-11 13:39:55.035705,43,Rembesdalskaaka,train,1.6780208,26.652245,0.7252294,36.750088,7.3846564,0.20000593,36.922188,19.085403,0.51690876,36.922188,0.18317783,2.9161963,0.16201091,18,3.6692297,0.2038461,18,2.9003818,0.16113232,18
2025-12-11 13:39:55.117126,43,Rembesdalskaaka,val,1.1079435,2.606446,0.44084832,5.912342,0.51076233,0.059525352,8.580585,4.0683117,0.36787623,11.058914,0.18949352,1.6762885,0.27938142,6,0.36044902,0.060074836,6,0.9752667,0.16254446,6
2025-12-11 13:39:55.804129,44,Rembesdalskaaka,train,1.6600376,26.1838,0.71248263,36.750088,7.403781,0.2005239,36.922188,18.678276,0.50588214,36.922188,0.18949352,2.8444872,0.15802707,18,3.6915307,0.20508504,18,2.7619805,0.15344337,18
2025-12-11 13:39:55.886223,44,Rembesdalskaaka,val,1.080183,2.476643,0.41889375,5.912342,0.49690855,0.057910804,8.580585,3.988038,0.36061752,11.058914,0.19574937,1.5646749,0.26077914,6,0.34766838,0.05794473,6,0.9083556,0.15139261,6
2025-12-11 13:39:56.568414,45,Rembesdalskaaka,train,1.6432303,25.74409,0.7005177,36.750088,7.417079,0.20088406,36.922188,18.288658,0.49532974,36.922188,0.19574937,2.78948,0.15497111,18,3.7130003,0.2062778,18,2.6324086,0.14624493,18
2025-12-11 13:39:56.652507,45,Rembesdalskaaka,val,1.0559077,2.3611383,0.39935756,5.912342,0.48551714,0.056583226,8.580585,3.9128442,0.35381812,11.058914,0.20192967,1.4696007,0.24493346,6,0.33819896,0.056366496,6,0.8453521,0.14089203,6
2025-12-11 13:39:57.344735,46,Rembesdalskaaka,train,1.6276544,25.34053,0.6895366,36.750088,7.420267,0.20097041,36.922188,17.917099,0.48526645,36.922188,0.20192967,2.7503402,0.15279669,18,3.7291317,0.20717399,18,2.5117626,0.13954237,18
2025-12-11 13:39:57.428866,46,Rembesdalskaaka,val,1.0358549,2.2637322,0.3828825,5.912342,0.47679472,0.055566695,8.580585,3.8427904,0.34748352,11.058914,0.20800845,1.3951583,0.23252639,6,0.33317256,0.05552876,6,0.78649664,0.13108277,6
2025-12-11 13:39:58.162283,47,Rembesdalskaaka,train,1.6131706,24.974306,0.67957133,36.750088,7.4080324,0.20063904,36.922188,17.56427,0.47571042,36.922188,0.20800845,2.7259731,0.15144296,18,3.737346,0.20763034,18,2.4001338,0.13334078,18
2025-12-11 13:39:58.259577,47,Rembesdalskaaka,val,1.0202792,2.1859953,0.36973426,5.912342,0.4706255,0.054847717,8.580585,3.7778187,0.34160846,11.058914,0.2139601,1.3426182,0.22376971,6,0.33321986,0.055536643,6,0.73187953,0.12197992,6
2025-12-11 13:39:59.014726,48,Rembesdalskaaka,train,1.5995243,24.640163,0.670479,36.750088,7.3778844,0.19982252,36.922188,17.230417,0.46666837,36.922188,0.2139601,2.7132468,0.15073593,18,3.7363288,0.20757383,18,2.2974117,0.12763399,18
2025-12-11 13:39:59.117087,48,Rembesdalskaaka,val,1.0090418,2.1275184,0.3598436,5.912342,0.46680498,0.054402467,8.580585,3.7177439,0.33617622,11.058914,0.21976285,1.3111805,0.21853009,6,0.3387977,0.05646628,6,0.6814181,0.11356969,6
2025-12-11 13:39:59.865528,49,Rembesdalskaaka,train,1.586586,24.333687,0.66213953,36.750088,7.3311963,0.19855802,36.922188,16.91535,0.4581351,36.922188,0.21976285,2.7086058,0.1504781,18,3.7264051,0.2070225,18,2.203287,0.12240483,18
2025-12-11 13:39:59.962219,49,Rembesdalskaaka,val,1.001724,2.0861576,0.35284793,5.912342,0.46555457,0.05425674,8.580585,3.662324,0.33116487,11.058914,0.22540176,1.2982013,0.21636689,6,0.35007146,0.058345243,6,0.6348911,0.10581519,6
